Order ID,Shipping Date,Carrier,Tracking Number,Latitude,Longitude,Status,Delivery Days,Late,Region
3582,2025-02-25,SnowWing Delivery,810561414,32.558713,-71.001901,Returned,4,False,North America
3918,2025-02-26,TrailRunner Logistics,672910772,56.803468,-7.315944,Delivered,13,True,Europe
3054,2025-02-27,NorthPeak Express,507727676,30.209763,110.452254,Returned,13,True,Asia
3750,2025-02-28,GlacierLine Freight,991326608,-10.390677,-49.57374,In Transit,7,False,South America
3419,2025-03-01,SummitCargo Transport,766251915,47.999611,24.252515,Returned,3,False,Europe
3385,2025-03-02,SummitCargo Transport,553134890,12.130152,-58.497819,Delayed,7,False,South America
3806,2025-03-03,NorthPeak Express,517321039,54.847042,0.811998,Delivered,2,False,Europe
3483,2025-03-04,GlacierLine Freight,554165584,17.648296,139.949644,Returned,12,True,Asia
3267,2025-03-05,SummitCargo Transport,405240053,-21.519455,-40.004229,Delayed,13,True,South America
3377,2025-03-06,GlacierLine Freight,645374461,48.310552,14.461342,Delayed,3,False,Europe
3369,2025-03-07,SnowWing Delivery,787429815,25.786751,-81.131861,In Transit,9,False,North America
3887,2025-03-08,SummitCargo Transport,776877006,33.980429,-110.745558,Delivered,11,True,North America
3512,2025-03-09,GlacierLine Freight,348791257,38.594283,-108.866285,In Transit,14,True,North America
3479,2025-03-10,NorthPeak Express,490873727,35.616517,-96.504173,Returned,9,False,North America
3184,2025-03-11,SnowWing Delivery,479939117,48.011542,-103.787051,In Transit,11,True,North America
3385,2025-03-12,GlacierLine Freight,440417622,-21.829805,-65.861566,Delayed,10,False,South America
3772,2025-03-13,GlacierLine Freight,379206478,18.463804,66.239732,Delayed,5,False,Asia
3958,2025-03-14,TrailRunner Logistics,604071025,54.525087,23.930478,In Transit,5,False,Europe
3033,2025-03-15,SummitCargo Transport,959605313,46.551538,-96.123357,Delayed,7,False,North America
3664,2025-03-16,GlacierLine Freight,533725876,56.936025,14.315142,Delivered,4,False,Europe
3379,2025-03-17,TrailRunner Logistics,744122085,56.360979,5.066949,Delayed,6,False,Europe
3438,2025-03-18,NorthPeak Express,743983065,29.820448,89.718714,Delayed,2,False,Asia
3913,2025-03-19,TrailRunner Logistics,870544464,36.459736,-92.849665,In Transit,8,False,North America
3669,2025-03-20,NorthPeak Express,838322323,15.596278,84.12363,Delayed,5,False,Asia
3385,2025-03-21,TrailRunner Logistics,941063223,-21.943689,-48.516723,Delayed,14,True,South America
3302,2025-03-22,NorthPeak Express,634089659,40.498874,118.654289,Delayed,11,True,Asia
3629,2025-03-23,SnowWing Delivery,726872687,37.479369,-87.234397,Delayed,8,False,North America
3359,2025-03-24,NorthPeak Express,326872345,28.465069,66.617487,Delayed,1,False,Asia
3691,2025-03-25,SummitCargo Transport,554072225,47.986182,126.018755,In Transit,2,False,Asia
3471,2025-03-26,SummitCargo Transport,551915602,39.399736,-118.859729,Delayed,3,False,North America
3751,2025-03-27,SummitCargo Transport,444891281,29.69894,-121.565012,Delivered,1,False,North America
3147,2025-03-28,SummitCargo Transport,277931336,32.081981,-88.060888,Returned,8,False,North America
3088,2025-03-29,SummitCargo Transport,861469967,26.092359,130.254134,Delayed,13,True,Asia
3875,2025-03-30,TrailRunner Logistics,852160445,-35.671263,-54.933814,Returned,6,False,South America
3457,2025-03-31,GlacierLine Freight,378145026,-47.069209,-74.895361,In Transit,10,False,South America
3154,2025-04-01,SnowWing Delivery,198438635,34.789612,103.04287,In Transit,5,False,Asia
3877,2025-04-02,SnowWing Delivery,165527602,36.320617,-111.478122,Delivered,7,False,North America
3233,2025-04-03,SummitCargo Transport,627283690,4.157065,-70.404132,Delivered,7,False,South America
3163,2025-04-04,SnowWing Delivery,761861060,45.36236,6.627859,In Transit,4,False,Europe
3641,2025-04-05,SnowWing Delivery,789896904,22.033863,79.627883,Returned,10,False,Asia
3716,2025-04-06,SnowWing Delivery,370264479,42.453204,131.986529,Returned,1,False,Asia
3148,2025-04-07,NorthPeak Express,114280253,49.697307,-3.327814,In Transit,6,False,Europe
3834,2025-04-08,TrailRunner Logistics,239136070,20.135173,120.47124,Delayed,2,False,Asia
3179,2025-04-09,NorthPeak Express,184771970,45.365338,-106.424011,Delivered,11,True,North America
3320,2025-04-10,TrailRunner Logistics,674573791,-47.578403,-37.719467,Delivered,10,False,South America
3616,2025-04-11,TrailRunner Logistics,584890166,59.946517,-8.96918,Delayed,9,False,Europe
3010,2025-04-12,NorthPeak Express,446026559,36.509525,-85.280932,Delayed,2,False,North America
3852,2025-04-13,NorthPeak Express,522678397,52.709265,-2.957383,Returned,6,False,Europe
3991,2025-04-14,NorthPeak Express,122558572,50.536394,-2.432059,Delivered,4,False,Europe
3456,2025-04-15,SummitCargo Transport,780655030,52.260794,13.783471,In Transit,3,False,Europe
3591,2025-04-16,SummitCargo Transport,656986352,32.534259,-101.272271,Delivered,4,False,North America
3592,2025-04-17,SnowWing Delivery,862020392,46.069269,-84.422708,In Transit,1,False,North America
3218,2025-04-18,SummitCargo Transport,247243052,23.012701,81.229347,Returned,6,False,Asia
3728,2025-04-19,TrailRunner Logistics,707517530,-24.15023,-41.558593,Returned,2,False,South America
3268,2025-04-20,GlacierLine Freight,402674825,54.415671,4.267159,Returned,6,False,Europe
3391,2025-04-21,NorthPeak Express,900270056,42.578317,-114.590182,Delivered,1,False,North America
3340,2025-04-22,SnowWing Delivery,955982249,45.650187,-7.133024,Delivered,11,True,Europe
3285,2025-04-23,SnowWing Delivery,625395155,-44.954132,-43.8566,Delayed,7,False,South America
3792,2025-04-24,SummitCargo Transport,468433450,33.132979,-92.043924,In Transit,4,False,North America
3759,2025-04-25,SnowWing Delivery,449877774,-47.659853,-50.085568,In Transit,2,False,South America
3322,2025-04-26,SnowWing Delivery,821508843,19.624171,113.231569,Delivered,1,False,Asia
3763,2025-04-27,SummitCargo Transport,403437099,25.340977,-117.400301,In Transit,12,True,North America
3073,2025-04-28,SummitCargo Transport,444716975,55.453903,15.117827,Delivered,7,False,Europe
3096,2025-04-29,TrailRunner Logistics,216177002,0.128419,-61.818239,Returned,3,False,South America
3649,2025-04-30,SnowWing Delivery,892807313,29.183944,-97.031012,In Transit,8,False,North America
3469,2025-05-01,SummitCargo Transport,665524209,34.102856,-92.2874,Returned,4,False,North America
3615,2025-05-02,SummitCargo Transport,851679214,43.623012,-85.104591,In Transit,11,True,North America
3675,2025-05-03,GlacierLine Freight,923501237,58.348827,3.926811,Delivered,3,False,Europe
3743,2025-05-04,SummitCargo Transport,393401678,48.920047,28.25983,Delayed,8,False,Europe
3720,2025-05-05,TrailRunner Logistics,708208895,-0.45147,-77.934611,Delivered,12,True,South America
3241,2025-05-06,SummitCargo Transport,697666065,29.276649,-99.794866,Returned,4,False,North America
3847,2025-05-07,NorthPeak Express,394964404,44.445305,89.894088,In Transit,12,True,Asia
3352,2025-05-08,TrailRunner Logistics,857719885,40.038124,124.417393,Delayed,3,False,Asia
3474,2025-05-09,NorthPeak Express,199805092,13.991812,-39.775994,In Transit,7,False,South America
3136,2025-05-10,TrailRunner Logistics,434406649,50.652374,10.295186,Delivered,1,False,Europe
3097,2025-05-11,SummitCargo Transport,164640582,-5.533361,-61.099894,In Transit,12,True,South America
3083,2025-05-12,SnowWing Delivery,499839838,27.593105,69.534052,Delivered,10,False,Asia
3832,2025-05-13,SnowWing Delivery,693129245,21.247144,89.173252,Delayed,4,False,Asia
3679,2025-05-14,NorthPeak Express,576483369,29.204929,-114.300535,Returned,8,False,North America
3926,2025-05-15,GlacierLine Freight,639887108,52.144593,72.4791,Delivered,12,True,Asia
3282,2025-05-16,SnowWing Delivery,932987817,46.792228,20.535419,Delayed,3,False,Europe
3281,2025-05-17,NorthPeak Express,962564124,58.707262,-3.524506,In Transit,7,False,Europe
3027,2025-05-18,TrailRunner Logistics,761279161,43.29901,149.470108,Delayed,2,False,Asia
3881,2025-05-19,SnowWing Delivery,224658800,26.018072,78.688655,Returned,8,False,Asia
3177,2025-05-20,SummitCargo Transport,995277465,45.968287,63.090678,In Transit,6,False,Asia
3208,2025-05-21,SummitCargo Transport,905999050,49.034938,22.095535,Delivered,7,False,Europe
3413,2025-05-22,NorthPeak Express,306867482,53.919729,4.24272,In Transit,4,False,Europe
3845,2025-05-23,NorthPeak Express,826609415,50.160025,8.038503,In Transit,1,False,Europe
3173,2025-05-24,SnowWing Delivery,948936358,50.458529,11.705651,Returned,4,False,Europe
3310,2025-05-25,SnowWing Delivery,773939299,4.384937,-47.202669,In Transit,12,True,South America
3419,2025-05-26,SummitCargo Transport,832075525,55.301527,5.022997,Delayed,13,True,Europe
3227,2025-05-27,TrailRunner Logistics,219728711,47.816735,-8.73863,In Transit,2,False,Europe
3464,2025-05-28,GlacierLine Freight,533095141,-37.659314,-61.281069,Delivered,13,True,South America
3288,2025-05-29,GlacierLine Freight,442102907,-42.19306,-54.78125,In Transit,13,True,South America
3433,2025-05-30,SnowWing Delivery,152405819,28.896606,-113.695632,Delivered,6,False,North America
3871,2025-05-31,GlacierLine Freight,984420490,35.639237,-81.485195,Delivered,4,False,North America
3105,2025-06-01,GlacierLine Freight,699301219,46.5185,22.002691,Delayed,9,False,Europe
3028,2025-06-02,TrailRunner Logistics,556696637,40.450547,138.467609,In Transit,5,False,Asia
3902,2025-06-03,TrailRunner Logistics,542209372,36.210369,80.967473,Returned,4,False,Asia
3700,2025-06-04,NorthPeak Express,325295067,25.611974,-115.020497,Delivered,8,False,North America
3732,2025-06-05,NorthPeak Express,182010084,0.27782,-59.699173,In Transit,10,False,South America
3761,2025-06-06,TrailRunner Logistics,536099764,58.881805,9.964806,In Transit,8,False,Europe
3566,2025-06-07,SnowWing Delivery,861232209,42.335636,-98.795579,Returned,3,False,North America
3233,2025-06-08,SummitCargo Transport,783181907,37.454455,77.905436,Returned,6,False,Asia
3355,2025-06-09,TrailRunner Logistics,463695329,51.890316,8.387729,Delivered,5,False,Europe
3531,2025-06-10,SnowWing Delivery,443721959,38.838188,124.942529,Delivered,3,False,Asia
3239,2025-06-11,TrailRunner Logistics,370938062,-8.671391,-36.937543,Delayed,14,True,South America
3674,2025-06-12,NorthPeak Express,102434184,33.040797,-79.450533,In Transit,2,False,North America
3627,2025-06-13,SnowWing Delivery,104472756,25.118524,-113.138232,Delayed,10,False,North America
3576,2025-06-14,TrailRunner Logistics,692620882,1.186603,-79.549326,Delayed,2,False,South America
3119,2025-06-15,TrailRunner Logistics,797524123,11.888331,104.200652,Delivered,3,False,Asia
3321,2025-06-16,SnowWing Delivery,305566955,-12.713951,-74.424101,In Transit,5,False,South America
3235,2025-06-17,TrailRunner Logistics,516545060,-26.224131,-53.817849,Delayed,9,False,South America
3698,2025-06-18,NorthPeak Express,412103754,42.587429,133.865086,Delivered,2,False,Asia
3330,2025-06-19,SummitCargo Transport,968073425,1.389242,-49.222739,In Transit,7,False,South America
3278,2025-06-20,SummitCargo Transport,266201772,6.094507,-72.089629,Returned,14,True,South America
3622,2025-06-21,SummitCargo Transport,149188829,35.039991,-118.594386,Delivered,2,False,North America
3030,2025-06-22,TrailRunner Logistics,438574366,42.448039,74.858974,Delivered,7,False,Asia
3483,2025-06-23,SummitCargo Transport,876072088,45.844435,83.91916,Delayed,5,False,Asia
3793,2025-06-24,NorthPeak Express,101051431,33.667031,78.664982,Delivered,14,True,Asia
3249,2025-06-25,SummitCargo Transport,353368606,52.300142,122.505503,Delivered,1,False,Asia
3655,2025-06-26,TrailRunner Logistics,858168655,45.598097,135.174714,Returned,8,False,Asia
3015,2025-06-27,TrailRunner Logistics,615660057,37.771261,-114.636608,In Transit,1,False,North America
3138,2025-06-28,TrailRunner Logistics,156440093,30.197911,-124.466947,In Transit,5,False,North America
3059,2025-06-29,TrailRunner Logistics,192126708,21.54293,100.948076,Delivered,14,True,Asia
3576,2025-06-30,SnowWing Delivery,638347367,10.856849,142.981059,In Transit,6,False,Asia
3314,2025-07-01,GlacierLine Freight,254302398,26.349544,-102.4556,Delayed,6,False,North America
3676,2025-07-02,TrailRunner Logistics,645913759,54.271555,130.090939,In Transit,12,True,Asia
3134,2025-07-03,NorthPeak Express,555517411,46.916939,20.981786,Delivered,13,True,Europe
3717,2025-07-04,TrailRunner Logistics,250184626,3.836149,-60.25707,In Transit,3,False,South America
3207,2025-07-05,NorthPeak Express,550994927,30.838232,142.488667,Delivered,1,False,Asia
3787,2025-07-06,NorthPeak Express,601816119,53.722017,28.032671,Delayed,2,False,Europe
3690,2025-07-07,SummitCargo Transport,380145609,40.375617,-120.914516,Returned,2,False,North America
3768,2025-07-08,GlacierLine Freight,424419301,49.8582,19.752564,In Transit,3,False,Europe
3563,2025-07-09,GlacierLine Freight,825998462,38.529798,-85.582327,Delivered,10,False,North America
3833,2025-07-10,SummitCargo Transport,997198632,45.052366,104.425897,Delivered,11,True,Asia
3950,2025-07-11,SummitCargo Transport,109591697,47.071532,22.689937,In Transit,11,True,Europe
3508,2025-07-12,NorthPeak Express,754659111,-7.061151,-77.143786,Delayed,5,False,South America
3935,2025-07-13,GlacierLine Freight,201354475,42.774057,98.868475,Delayed,13,True,Asia
3472,2025-07-14,NorthPeak Express,478268734,23.085295,113.963567,Returned,2,False,Asia
3556,2025-07-15,SnowWing Delivery,957958923,25.025133,82.806542,Delayed,11,True,Asia
3347,2025-07-16,TrailRunner Logistics,109146403,-39.616588,-45.89576,Delivered,4,False,South America
3459,2025-07-17,TrailRunner Logistics,642037569,6.730637,-40.984601,In Transit,12,True,South America
3554,2025-07-18,GlacierLine Freight,959365650,41.64494,-93.272094,Returned,8,False,North America
3578,2025-07-19,NorthPeak Express,441151049,45.815017,21.728079,In Transit,10,False,Europe
3213,2025-07-20,TrailRunner Logistics,996759342,40.559464,-108.14198,Returned,5,False,North America
3082,2025-07-21,NorthPeak Express,250048671,54.411019,64.543801,In Transit,6,False,Asia
3393,2025-07-22,SnowWing Delivery,928909562,-48.437556,-48.383766,Delayed,10,False,South America
3278,2025-07-23,SummitCargo Transport,991008666,53.247142,109.748496,In Transit,14,True,Asia
3404,2025-07-24,GlacierLine Freight,207703622,-40.900732,-51.098571,In Transit,7,False,South America
3022,2025-07-25,SnowWing Delivery,867233960,26.682797,106.390172,Delayed,8,False,Asia
3519,2025-07-26,TrailRunner Logistics,394986380,50.41813,25.983956,Delayed,8,False,Europe
3427,2025-07-27,NorthPeak Express,178700458,-40.370226,-76.862467,Delivered,6,False,South America
3559,2025-07-28,SnowWing Delivery,521588801,48.1297,140.606484,Returned,8,False,Asia
3462,2025-07-29,SnowWing Delivery,978941684,48.800135,-2.103594,Delivered,11,True,Europe
3752,2025-07-30,GlacierLine Freight,212828469,-33.874266,-79.898045,In Transit,11,True,South America
3111,2025-07-31,SnowWing Delivery,701284873,37.742425,124.676587,Returned,3,False,Asia
3311,2025-08-01,GlacierLine Freight,681971387,50.370684,25.446649,Returned,13,True,Europe
3397,2025-08-02,GlacierLine Freight,334469709,49.477498,-86.82147,In Transit,8,False,North America
3733,2025-08-03,NorthPeak Express,876174231,-41.531857,-60.661972,In Transit,7,False,South America
3004,2025-08-04,GlacierLine Freight,541650355,57.291783,28.847233,Delivered,3,False,Europe
3643,2025-08-05,SummitCargo Transport,472310005,51.744107,97.680949,Returned,7,False,Asia
3326,2025-08-06,SummitCargo Transport,546805426,48.888746,5.389435,In Transit,11,True,Europe
3183,2025-08-07,SummitCargo Transport,505132447,56.304889,21.512115,Delivered,11,True,Europe
3131,2025-08-08,SnowWing Delivery,861450115,45.746478,10.908385,Returned,13,True,Europe
3071,2025-08-09,SummitCargo Transport,257656661,10.062724,71.057895,In Transit,13,True,Asia
3559,2025-08-10,TrailRunner Logistics,235869999,-40.967314,-35.523266,Delayed,1,False,South America
3482,2025-08-11,SummitCargo Transport,435353083,56.763922,-2.144026,In Transit,13,True,Europe
3408,2025-08-12,SummitCargo Transport,669428553,2.022571,-54.017298,Delivered,13,True,South America
3978,2025-08-13,SnowWing Delivery,942871412,45.797115,78.674773,Delivered,3,False,Asia
3456,2025-08-14,SnowWing Delivery,299949550,21.205574,89.676025,Delayed,4,False,Asia
3152,2025-08-15,TrailRunner Logistics,518112689,7.139851,-69.467282,Returned,9,False,South America
3966,2025-08-16,TrailRunner Logistics,744386135,58.244609,29.681003,Returned,7,False,Europe
3828,2025-08-17,SnowWing Delivery,805545428,-12.206073,-73.188729,Returned,13,True,South America
3846,2025-08-18,GlacierLine Freight,970290766,38.86821,-95.500375,In Transit,7,False,North America
3505,2025-08-19,SummitCargo Transport,431741200,-39.113575,-39.278273,Delayed,9,False,South America
3772,2025-08-20,NorthPeak Express,676070566,32.815372,123.032375,Delivered,12,True,Asia
3075,2025-08-21,NorthPeak Express,794170953,36.456368,140.301011,Delayed,1,False,Asia
3956,2025-08-22,NorthPeak Express,698765331,56.102355,11.303792,Returned,11,True,Europe
3158,2025-08-23,SummitCargo Transport,795777128,16.571069,102.481477,Delivered,10,False,Asia
3761,2025-08-24,TrailRunner Logistics,204838971,5.992317,-57.530651,In Transit,2,False,South America
3955,2025-08-25,SummitCargo Transport,196850396,30.829907,-98.054285,Delivered,2,False,North America
3607,2025-08-26,TrailRunner Logistics,746110361,42.683922,98.030376,Delivered,13,True,Asia
3912,2025-08-27,NorthPeak Express,314739029,15.172356,103.283468,In Transit,1,False,Asia
3706,2025-08-28,GlacierLine Freight,128792817,-5.9848,-53.064247,Delayed,2,False,South America
3458,2025-08-29,GlacierLine Freight,324907086,-54.987267,-73.576869,Delivered,2,False,South America
3331,2025-08-30,GlacierLine Freight,549140180,-34.078528,-63.160003,Delayed,3,False,South America
3692,2025-08-31,SummitCargo Transport,948957510,42.272013,79.550746,Delivered,12,True,Asia
3017,2025-09-01,SnowWing Delivery,743639404,52.531448,64.615722,Returned,1,False,Asia
3781,2025-09-02,SummitCargo Transport,633146286,46.924487,23.126876,Returned,11,True,Europe
3215,2025-09-03,GlacierLine Freight,687444973,32.690711,-78.231344,Delayed,7,False,North America
3655,2025-09-04,SnowWing Delivery,369464720,40.882642,-122.66984,Returned,6,False,North America
3851,2025-09-05,TrailRunner Logistics,495500137,10.042057,-50.115688,Delivered,6,False,South America
3494,2025-09-06,NorthPeak Express,196025152,48.586943,-83.621662,In Transit,3,False,North America
3606,2025-09-07,SummitCargo Transport,230488464,48.370622,-76.961006,Returned,9,False,North America
3177,2025-09-08,GlacierLine Freight,440836853,55.796142,-0.958143,In Transit,8,False,Europe
3402,2025-09-09,GlacierLine Freight,456532399,52.034685,94.298455,Returned,5,False,Asia
3682,2025-09-10,SummitCargo Transport,466091680,30.542082,113.08011,In Transit,14,True,Asia
3784,2025-09-11,NorthPeak Express,339938238,39.35927,-79.462488,Delayed,1,False,North America
3925,2025-09-12,SnowWing Delivery,466619961,0.825188,-67.296802,In Transit,5,False,South America
3454,2025-09-13,GlacierLine Freight,807894902,-19.440481,-40.949235,Returned,13,True,South America
3455,2025-09-14,SummitCargo Transport,764144305,-46.288731,-48.815052,Delivered,3,False,South America
3443,2025-09-15,NorthPeak Express,998240614,38.571524,-119.101042,Delayed,9,False,North America
3195,2025-09-16,SummitCargo Transport,502831078,21.32886,96.091274,Delivered,3,False,Asia
3819,2025-09-17,SummitCargo Transport,600063907,26.447112,-117.180109,Returned,12,True,North America
3380,2025-09-18,SnowWing Delivery,204679592,48.551594,9.178066,Delayed,4,False,Europe
3445,2025-09-19,TrailRunner Logistics,505625431,55.133151,10.050337,Returned,4,False,Europe
3981,2025-09-20,SnowWing Delivery,126400743,4.91361,-37.031623,Returned,3,False,South America
3751,2025-09-21,NorthPeak Express,140530128,40.2178,72.083636,Delivered,10,False,Asia
3863,2025-09-22,SummitCargo Transport,255661081,-17.159009,-46.794504,Delivered,14,True,South America
3965,2025-09-23,SnowWing Delivery,809036758,26.702011,-78.374072,Returned,4,False,North America
3251,2025-09-24,GlacierLine Freight,453886185,-49.961437,-49.772519,Returned,9,False,South America
3900,2025-09-25,SummitCargo Transport,564912169,39.431706,132.768724,In Transit,12,True,Asia
3557,2025-09-26,SnowWing Delivery,836937891,32.091857,95.105046,Returned,5,False,Asia
3447,2025-09-27,GlacierLine Freight,237798871,47.066428,61.308522,Returned,6,False,Asia
3648,2025-09-28,SnowWing Delivery,551389841,-2.779081,-64.232109,Delivered,5,False,South America
3813,2025-09-29,GlacierLine Freight,926526927,-20.856243,-45.988133,Returned,1,False,South America
3726,2025-09-30,SnowWing Delivery,816408880,-10.394183,-77.560077,Delayed,9,False,South America
3563,2025-10-01,GlacierLine Freight,733698365,33.534074,-116.444261,Delayed,2,False,North America
3913,2025-10-02,SnowWing Delivery,905020895,42.565616,-107.541049,Returned,5,False,North America
3338,2025-10-03,SnowWing Delivery,277914011,40.352459,-76.365791,Delivered,3,False,North America
3584,2025-10-04,GlacierLine Freight,447025215,17.436062,130.751741,Returned,13,True,Asia
3692,2025-10-05,SummitCargo Transport,923868216,42.055928,118.606327,Delivered,8,False,Asia
3253,2025-10-06,TrailRunner Logistics,533927864,16.064383,105.828029,In Transit,14,True,Asia
3326,2025-10-07,SnowWing Delivery,872158599,31.10213,98.459294,Returned,8,False,Asia
3598,2025-10-08,SummitCargo Transport,162091409,21.130252,80.929354,Delivered,7,False,Asia
3724,2025-10-09,TrailRunner Logistics,323492478,29.649129,122.263756,In Transit,9,False,Asia
3993,2025-10-10,NorthPeak Express,675723217,40.490197,139.760496,Returned,10,False,Asia
3526,2025-10-11,NorthPeak Express,348492854,-21.085885,-71.085632,Returned,1,False,South America
3253,2025-10-12,TrailRunner Logistics,648151710,32.056048,-84.373829,Returned,13,True,North America
3163,2025-10-13,TrailRunner Logistics,691533592,51.357772,61.698282,Delivered,3,False,Asia
3291,2025-10-14,NorthPeak Express,843375919,49.067134,2.675293,Delivered,4,False,Europe
3128,2025-10-15,SnowWing Delivery,130606148,46.901597,85.910129,In Transit,7,False,Asia
3170,2025-10-16,SummitCargo Transport,121057943,-18.851371,-63.148276,In Transit,10,False,South America
3015,2025-10-17,GlacierLine Freight,803171425,-5.962346,-44.999413,Delayed,13,True,South America
3568,2025-10-18,NorthPeak Express,414785356,54.342043,65.342786,Delivered,5,False,Asia
3632,2025-10-19,SummitCargo Transport,412166695,49.427012,126.398468,In Transit,13,True,Asia
3854,2025-10-20,SnowWing Delivery,288041724,31.328013,-81.037832,Delivered,5,False,North America
3024,2025-10-21,SnowWing Delivery,746088593,-43.476567,-52.292053,In Transit,9,False,South America
3829,2025-10-22,SummitCargo Transport,760651295,54.814252,9.437228,Delivered,11,True,Europe
