Order ID,Shipping Date,Carrier,Tracking Number,Latitude,Longitude,Status,Delivery Days,Late,Region
8430,2025-05-18,SwiftWing Logistics,867914865,28.649227,107.275485,Delivered,6,False,Asia
8438,2025-05-18,PeakPath Shipping,933565267,-18.034381,2.104507,Processing,3,False,Africa
8658,2025-05-18,SnowRunner Logistics,358506517,43.436511,-119.401771,Processing,1,False,North America
8677,2025-05-18,SwiftWing Logistics,460555847,-0.360693,-1.494601,Processing,7,False,Africa
8880,2025-05-18,SwiftWing Logistics,573242640,39.054114,-3.846444,Delivered,12,True,Africa
8898,2025-05-18,AlpineSpeed Delivery,269966222,41.222796,-82.190174,Processing,12,True,North America
8000,2025-05-19,AlpineSpeed Delivery,613154024,27.418558,5.711159,Processing,3,False,Africa
8009,2025-05-19,MountainRoute Express,691990209,9.150889,-0.10256,In Transit,4,False,Africa
8032,2025-05-19,AlpineSpeed Delivery,847991211,51.354827,27.204221,Delivered,6,False,Europe
8086,2025-05-19,AlpineSpeed Delivery,479999385,32.62057,73.662156,Processing,8,False,Asia
8132,2025-05-19,AlpineSpeed Delivery,218240197,4.960734,-19.874897,In Transit,6,False,Africa
8171,2025-05-19,MountainRoute Express,642038351,18.230471,-6.955203,Processing,4,False,Africa
8195,2025-05-19,MountainRoute Express,885319292,36.645977,128.046775,Processing,11,True,Asia
8217,2025-05-19,AlpineSpeed Delivery,421442629,42.431842,-72.366563,Processing,6,False,North America
8242,2025-05-19,SnowRunner Logistics,300522645,25.258451,0.667423,In Transit,5,False,Africa
8257,2025-05-19,MountainRoute Express,773146539,20.472947,135.297667,In Transit,7,False,Asia
8358,2025-05-19,SummitLine Express,542858347,32.643034,149.178523,In Transit,3,False,Asia
8375,2025-05-19,SnowRunner Logistics,524021380,48.37946,18.96049,Processing,4,False,Europe
8579,2025-05-19,MountainRoute Express,894996619,51.221181,88.089247,In Transit,3,False,Asia
8580,2025-05-19,PeakPath Shipping,766963213,38.578456,47.149361,In Transit,7,False,Africa
8587,2025-05-19,SummitLine Express,798990014,55.170173,-8.392737,Delivered,2,False,Europe
8673,2025-05-19,AlpineSpeed Delivery,529315452,45.798634,113.066237,Delivered,8,False,Asia
8694,2025-05-19,SummitLine Express,327742210,35.981802,-110.231749,Processing,6,False,North America
8699,2025-05-19,SnowRunner Logistics,854490333,15.356568,21.83707,Delivered,10,False,Africa
8727,2025-05-19,MountainRoute Express,937979143,59.862988,21.291357,Delivered,2,False,Europe
8752,2025-05-19,MountainRoute Express,363350911,17.454063,15.368749,In Transit,1,False,Africa
8790,2025-05-19,MountainRoute Express,214930385,44.45826,131.282092,Processing,9,False,Asia
8825,2025-05-19,SnowRunner Logistics,245556224,-16.213638,-13.184594,Processing,1,False,Africa
8890,2025-05-19,PeakPath Shipping,897211598,46.274621,23.444631,Delivered,5,False,Europe
8909,2025-05-19,SnowRunner Logistics,354194312,14.866436,37.275557,In Transit,5,False,Africa
8950,2025-05-19,SnowRunner Logistics,495512178,28.583752,-80.433976,Delivered,4,False,North America
8976,2025-05-19,SnowRunner Logistics,251479185,59.165538,18.596676,In Transit,7,False,Europe
8119,2025-05-20,SwiftWing Logistics,644491619,-10.532467,12.973812,Processing,8,False,Africa
8170,2025-05-20,MountainRoute Express,837701329,47.554786,-7.234474,Delivered,5,False,Europe
8197,2025-05-20,SnowRunner Logistics,472507337,7.615148,49.29957,Processing,8,False,Africa
8309,2025-05-20,SnowRunner Logistics,798810884,25.845409,42.171973,In Transit,7,False,Africa
8312,2025-05-20,AlpineSpeed Delivery,634299429,5.697055,3.799607,In Transit,11,True,Africa
8321,2025-05-20,PeakPath Shipping,496525174,35.869107,137.663374,Delivered,8,False,Asia
8364,2025-05-20,MountainRoute Express,203559219,27.705568,140.36145,Processing,7,False,Asia
8459,2025-05-20,MountainRoute Express,785115128,25.861775,-86.012586,Delivered,5,False,North America
8479,2025-05-20,SwiftWing Logistics,791894701,-20.164241,43.121605,Delivered,8,False,Africa
8496,2025-05-20,MountainRoute Express,866885897,23.929458,109.405908,Processing,6,False,Asia
8500,2025-05-20,MountainRoute Express,690687388,47.314951,113.468639,Processing,6,False,Asia
8515,2025-05-20,SnowRunner Logistics,425413565,23.192479,-24.843405,Processing,4,False,Africa
8537,2025-05-20,SummitLine Express,707346571,49.109134,141.612653,In Transit,3,False,Asia
8582,2025-05-20,MountainRoute Express,879223561,37.03622,122.158237,Delivered,11,True,Asia
8723,2025-05-20,AlpineSpeed Delivery,811165423,14.325937,30.523757,In Transit,1,False,Africa
8725,2025-05-20,AlpineSpeed Delivery,222530419,15.350373,14.739378,In Transit,2,False,Africa
8777,2025-05-20,SummitLine Express,251201344,-16.602584,33.928596,Processing,4,False,Africa
8807,2025-05-20,SwiftWing Logistics,847815342,37.115054,122.507951,Delivered,11,True,Asia
8817,2025-05-20,PeakPath Shipping,706056975,7.121666,-25.055043,Processing,9,False,Africa
8862,2025-05-20,SnowRunner Logistics,568389070,46.887705,131.941912,Processing,6,False,Asia
8872,2025-05-20,MountainRoute Express,642305830,-32.789041,27.361558,Processing,5,False,Africa
8945,2025-05-20,SummitLine Express,562628557,47.136871,16.532611,Delivered,1,False,Europe
8017,2025-05-21,SwiftWing Logistics,961294217,14.512933,130.453851,Processing,8,False,Asia
8073,2025-05-21,MountainRoute Express,530385993,-32.45268,49.541534,In Transit,5,False,Africa
8156,2025-05-21,SummitLine Express,941113306,-9.225322,-15.543504,In Transit,6,False,Africa
8220,2025-05-21,MountainRoute Express,316646191,59.965011,-3.584427,Processing,5,False,Europe
8385,2025-05-21,PeakPath Shipping,709822487,17.280211,131.956135,Processing,10,False,Asia
8413,2025-05-21,AlpineSpeed Delivery,801381058,30.934561,79.79941,In Transit,6,False,Asia
8417,2025-05-21,SwiftWing Logistics,481735297,14.707575,21.453403,Delivered,5,False,Africa
8433,2025-05-21,MountainRoute Express,239791012,35.261037,-94.368645,Delivered,9,False,North America
8435,2025-05-21,SummitLine Express,462304736,54.321876,8.309407,In Transit,4,False,Europe
8442,2025-05-21,SnowRunner Logistics,725846874,38.709943,-112.799718,Delivered,5,False,North America
8603,2025-05-21,PeakPath Shipping,462183739,45.054244,-7.497155,In Transit,5,False,Europe
8669,2025-05-21,AlpineSpeed Delivery,570969044,23.15522,106.869355,Processing,1,False,Asia
8681,2025-05-21,SummitLine Express,232668477,36.331652,113.678922,Delivered,4,False,Asia
8704,2025-05-21,SnowRunner Logistics,749821254,0.47804,-21.93509,Delivered,5,False,Africa
8758,2025-05-21,MountainRoute Express,303331356,37.424322,75.49536,In Transit,10,False,Asia
8782,2025-05-21,SummitLine Express,915710341,53.800691,133.09715,Processing,9,False,Asia
8783,2025-05-21,SnowRunner Logistics,339641906,28.858669,8.632627,Processing,7,False,Africa
8822,2025-05-21,PeakPath Shipping,366184587,45.777077,20.235109,Delivered,5,False,Europe
8873,2025-05-21,SnowRunner Logistics,403920722,31.254276,-76.798289,Delivered,9,False,North America
8944,2025-05-21,SwiftWing Logistics,801732052,51.801851,82.929518,Processing,12,True,Asia
8947,2025-05-21,SnowRunner Logistics,375067538,48.115479,-90.89555,In Transit,9,False,North America
8057,2025-05-22,AlpineSpeed Delivery,779789463,10.635613,143.490156,Processing,3,False,Asia
8099,2025-05-22,SwiftWing Logistics,530882511,31.463929,-88.539155,Delivered,7,False,North America
8117,2025-05-22,MountainRoute Express,995858537,56.227717,25.050689,In Transit,3,False,Europe
8181,2025-05-22,SnowRunner Logistics,439717516,31.494195,139.770134,Delivered,8,False,Asia
8240,2025-05-22,MountainRoute Express,951620030,32.731903,81.135615,Delivered,5,False,Asia
8255,2025-05-22,SummitLine Express,465450099,30.817003,97.778883,Processing,2,False,Asia
8272,2025-05-22,SnowRunner Logistics,603368240,52.913173,5.011126,Delivered,9,False,Europe
8305,2025-05-22,AlpineSpeed Delivery,737211180,47.166139,-79.940734,Delivered,5,False,North America
8328,2025-05-22,AlpineSpeed Delivery,943907634,34.860648,-93.899375,Delivered,6,False,North America
8356,2025-05-22,SwiftWing Logistics,547715054,21.235167,72.554896,In Transit,4,False,Asia
8389,2025-05-22,SnowRunner Logistics,978352915,48.896134,-4.591146,Processing,4,False,Europe
8407,2025-05-22,SnowRunner Logistics,724099732,45.424385,12.346972,Processing,6,False,Europe
8456,2025-05-22,SnowRunner Logistics,794052112,2.670994,23.881097,Processing,1,False,Africa
8461,2025-05-22,PeakPath Shipping,966073946,-27.116345,23.931544,Delivered,8,False,Africa
8521,2025-05-22,AlpineSpeed Delivery,477568019,44.118105,-100.393876,Delivered,1,False,North America
8527,2025-05-22,SummitLine Express,516847155,37.65728,104.598132,Processing,8,False,Asia
8535,2025-05-22,SummitLine Express,595818251,10.73157,146.761233,Processing,3,False,Asia
8619,2025-05-22,SnowRunner Logistics,389692285,25.984195,88.987255,Processing,6,False,Asia
8720,2025-05-22,SummitLine Express,507835707,48.960506,-2.485658,In Transit,4,False,Europe
8751,2025-05-22,SnowRunner Logistics,581709744,-39.948616,21.589849,Delivered,3,False,Africa
8768,2025-05-22,SummitLine Express,416431702,-21.736263,17.374156,In Transit,7,False,Africa
8833,2025-05-22,SummitLine Express,727091842,48.168315,-4.85646,In Transit,5,False,Europe
8923,2025-05-22,SwiftWing Logistics,882099756,43.307978,-86.200287,In Transit,1,False,North America
8937,2025-05-22,MountainRoute Express,851493823,49.976,-102.32291,Processing,8,False,North America
8960,2025-05-22,SnowRunner Logistics,679913139,-22.573017,39.347365,Processing,12,True,Africa
8974,2025-05-22,MountainRoute Express,430289119,49.408571,86.579482,Delivered,4,False,Asia
8040,2025-05-23,AlpineSpeed Delivery,914426643,34.795943,-113.989911,Delivered,6,False,North America
8082,2025-05-23,SnowRunner Logistics,590380931,46.985293,-110.131247,Delivered,7,False,North America
8167,2025-05-23,SwiftWing Logistics,285179761,35.709816,-87.063098,Processing,3,False,North America
8177,2025-05-23,PeakPath Shipping,824594894,35.656105,-81.246096,In Transit,6,False,North America
8186,2025-05-23,SummitLine Express,464942054,-15.561551,-9.931769,Delivered,7,False,Africa
8261,2025-05-23,SnowRunner Logistics,954689704,34.202332,-90.561239,Processing,7,False,North America
8286,2025-05-23,SnowRunner Logistics,892936343,43.795394,134.409735,Processing,10,False,Asia
8349,2025-05-23,MountainRoute Express,298138775,-8.535849,39.65867,In Transit,9,False,Africa
8466,2025-05-23,MountainRoute Express,343904577,53.447033,25.276289,Delivered,8,False,Europe
8531,2025-05-23,SummitLine Express,228690949,21.001413,139.45284,Processing,3,False,Asia
8532,2025-05-23,SnowRunner Logistics,525508767,26.826483,100.142855,Processing,7,False,Asia
8622,2025-05-23,SnowRunner Logistics,827248725,27.870867,-94.407985,Delivered,8,False,North America
8684,2025-05-23,SwiftWing Logistics,406973837,-29.195936,5.28335,In Transit,7,False,Africa
8702,2025-05-23,AlpineSpeed Delivery,287695059,49.50959,133.125699,Delivered,6,False,Asia
8703,2025-05-23,PeakPath Shipping,819762073,1.271912,-9.863149,Processing,12,True,Africa
8749,2025-05-23,AlpineSpeed Delivery,605383276,-8.636603,38.336201,Processing,6,False,Africa
8846,2025-05-23,SwiftWing Logistics,930066037,-32.619389,13.403526,Processing,11,True,Africa
8883,2025-05-23,SnowRunner Logistics,899919255,37.813823,-106.465736,Delivered,1,False,North America
8936,2025-05-23,SwiftWing Logistics,873145479,46.67282,-5.204835,Processing,6,False,Europe
8022,2025-05-24,SnowRunner Logistics,340261006,49.52512,-122.670964,In Transit,3,False,North America
8071,2025-05-24,PeakPath Shipping,501633208,44.171889,-80.64807,In Transit,8,False,North America
8229,2025-05-24,PeakPath Shipping,202980406,-18.147477,12.191982,Processing,6,False,Africa
8250,2025-05-24,PeakPath Shipping,438331719,25.846945,-87.434177,In Transit,9,False,North America
8252,2025-05-24,SummitLine Express,399472911,22.473916,64.799258,Delivered,2,False,Asia
8258,2025-05-24,MountainRoute Express,870671035,47.187485,-0.932054,Delivered,3,False,Europe
8348,2025-05-24,AlpineSpeed Delivery,256257450,46.88462,62.893446,Delivered,1,False,Asia
8391,2025-05-24,MountainRoute Express,444754396,54.566851,4.056434,Delivered,5,False,Europe
8410,2025-05-24,SummitLine Express,406497199,22.951406,121.123083,In Transit,3,False,Asia
8468,2025-05-24,AlpineSpeed Delivery,958471959,49.823762,-6.564552,Delivered,1,False,Europe
8543,2025-05-24,MountainRoute Express,316217973,-23.579212,6.289134,In Transit,5,False,Africa
8563,2025-05-24,SnowRunner Logistics,486248025,3.339086,-19.689808,In Transit,4,False,Africa
8634,2025-05-24,SwiftWing Logistics,254579951,36.123375,-18.785621,Delivered,1,False,Africa
8660,2025-05-24,MountainRoute Express,564424724,45.186985,7.361425,In Transit,8,False,Europe
8760,2025-05-24,SwiftWing Logistics,849500887,33.438572,138.141522,Delivered,11,True,Asia
8907,2025-05-24,SummitLine Express,340834655,-5.529208,1.22069,Processing,1,False,Africa
8911,2025-05-24,SnowRunner Logistics,316466153,3.067584,-27.513266,Delivered,2,False,Africa
8008,2025-05-25,AlpineSpeed Delivery,447140945,49.194545,-8.718256,Processing,5,False,Europe
8051,2025-05-25,SwiftWing Logistics,983482729,46.31249,144.321656,Delivered,3,False,Asia
8101,2025-05-25,SwiftWing Logistics,827141227,50.262786,76.737698,Processing,9,False,Asia
8223,2025-05-25,MountainRoute Express,579147370,-36.074076,2.342117,In Transit,4,False,Africa
8338,2025-05-25,AlpineSpeed Delivery,970155080,-2.228444,35.426825,Delivered,6,False,Africa
8397,2025-05-25,MountainRoute Express,235147059,27.727857,16.373178,Delivered,6,False,Africa
8425,2025-05-25,AlpineSpeed Delivery,464167076,-9.581153,4.505463,In Transit,9,False,Africa
8522,2025-05-25,PeakPath Shipping,428147230,19.961198,48.032346,Delivered,6,False,Africa
8542,2025-05-25,SummitLine Express,477079839,44.242884,88.464784,Processing,4,False,Asia
8652,2025-05-25,SummitLine Express,417550256,42.967242,-122.394992,Processing,8,False,North America
8663,2025-05-25,MountainRoute Express,649502267,-7.479824,37.901767,In Transit,11,True,Africa
8837,2025-05-25,PeakPath Shipping,270859036,56.860104,25.132589,Processing,7,False,Europe
8871,2025-05-25,PeakPath Shipping,218822487,48.54232,105.968084,Processing,6,False,Asia
8887,2025-05-25,SwiftWing Logistics,334794175,45.65913,104.217318,Delivered,3,False,Asia
8992,2025-05-25,PeakPath Shipping,319417147,26.743529,66.465138,Delivered,1,False,Asia
8141,2025-05-26,SwiftWing Logistics,430465657,33.475591,-86.292227,Processing,6,False,North America
8362,2025-05-26,SwiftWing Logistics,310107827,17.557209,126.673371,Processing,2,False,Asia
8734,2025-05-26,SnowRunner Logistics,717066137,32.759065,-71.827982,In Transit,8,False,North America
8902,2025-05-26,AlpineSpeed Delivery,485512368,45.302167,-3.702096,Processing,6,False,Europe
8963,2025-05-26,AlpineSpeed Delivery,662294909,38.415377,-79.424368,Delivered,6,False,North America
8031,2025-05-27,PeakPath Shipping,383721868,37.601598,-120.011403,Delivered,10,False,North America
8077,2025-05-27,SummitLine Express,678045261,8.19282,38.548831,In Transit,4,False,Africa
8096,2025-05-27,SnowRunner Logistics,241263635,42.446825,65.296368,Processing,10,False,Asia
8147,2025-05-27,AlpineSpeed Delivery,337402516,-16.069988,-26.838111,Processing,7,False,Africa
8188,2025-05-27,MountainRoute Express,487990311,49.244694,114.190745,In Transit,7,False,Asia
8325,2025-05-27,PeakPath Shipping,986817789,39.447909,3.613028,Processing,10,False,Africa
8326,2025-05-27,AlpineSpeed Delivery,241671019,46.626206,127.012178,In Transit,9,False,Asia
8383,2025-05-27,SnowRunner Logistics,763337243,-4.378763,24.027558,In Transit,1,False,Africa
8411,2025-05-27,MountainRoute Express,231405630,-35.675655,46.468843,Delivered,15,True,Africa
8485,2025-05-27,SnowRunner Logistics,514923037,31.111005,118.573104,In Transit,3,False,Asia
8509,2025-05-27,AlpineSpeed Delivery,230125092,33.154066,-112.093025,Delivered,7,False,North America
8565,2025-05-27,SwiftWing Logistics,820482712,35.669891,-75.439208,In Transit,8,False,North America
8566,2025-05-27,SnowRunner Logistics,465382498,27.457915,-122.63733,Processing,4,False,North America
8592,2025-05-27,SwiftWing Logistics,531847987,-35.384586,-23.556404,In Transit,1,False,Africa
8625,2025-05-27,SnowRunner Logistics,452557524,59.570385,12.12052,In Transit,1,False,Europe
8636,2025-05-27,SummitLine Express,616800293,54.624906,18.397055,In Transit,7,False,Europe
8718,2025-05-27,SwiftWing Logistics,482725580,49.931784,2.893551,In Transit,4,False,Europe
8831,2025-05-27,SnowRunner Logistics,620484856,50.05066,121.150575,Processing,6,False,Asia
8853,2025-05-27,SummitLine Express,796708128,33.28192,-88.144875,Delivered,14,True,North America
8975,2025-05-27,SummitLine Express,977766887,51.381339,28.361055,In Transit,5,False,Europe
8118,2025-05-28,AlpineSpeed Delivery,218090877,16.141175,88.814487,In Transit,4,False,Asia
8314,2025-05-28,SnowRunner Logistics,405843723,32.213825,-111.727711,Delivered,15,True,North America
8345,2025-05-28,SnowRunner Logistics,687005737,35.891717,0.504603,Delivered,1,False,Africa
8482,2025-05-28,PeakPath Shipping,558686205,-19.427962,13.435336,Delivered,6,False,Africa
8507,2025-05-28,SwiftWing Logistics,487642727,-17.711516,26.715562,In Transit,3,False,Africa
8567,2025-05-28,MountainRoute Express,756050711,42.461599,128.491942,In Transit,7,False,Asia
8616,2025-05-28,AlpineSpeed Delivery,907598517,33.323692,68.993863,Processing,9,False,Asia
8695,2025-05-28,AlpineSpeed Delivery,330733261,47.074305,17.945343,In Transit,7,False,Europe
8830,2025-05-28,SwiftWing Logistics,560759718,-22.986023,42.667654,Processing,8,False,Africa
8856,2025-05-28,SwiftWing Logistics,933066566,49.80618,-83.510141,In Transit,9,False,North America
8918,2025-05-28,SwiftWing Logistics,543538705,40.85165,63.594773,Processing,4,False,Asia
8924,2025-05-28,SwiftWing Logistics,932196619,48.544014,1.332234,In Transit,3,False,Europe
8932,2025-05-28,SnowRunner Logistics,848448487,59.238792,2.964969,Delivered,6,False,Europe
8988,2025-05-28,PeakPath Shipping,466306099,26.369353,-117.333144,Processing,8,False,North America
8205,2025-05-29,SnowRunner Logistics,795942634,55.228439,28.983617,Processing,7,False,Europe
8208,2025-05-29,PeakPath Shipping,464942595,30.91755,-95.98,Delivered,9,False,North America
8210,2025-05-29,MountainRoute Express,867955529,-30.092505,-14.16154,Processing,4,False,Africa
8215,2025-05-29,SummitLine Express,666816382,45.704946,-85.490719,In Transit,7,False,North America
8280,2025-05-29,AlpineSpeed Delivery,202566152,37.795126,121.047955,Processing,4,False,Asia
8291,2025-05-29,SnowRunner Logistics,561109009,26.918511,-114.295448,Delivered,7,False,North America
8379,2025-05-29,MountainRoute Express,701537611,41.853827,-96.119872,In Transit,4,False,North America
8504,2025-05-29,MountainRoute Express,468356740,13.57775,127.57527,Delivered,8,False,Asia
8508,2025-05-29,SnowRunner Logistics,705783628,52.666646,68.240385,In Transit,9,False,Asia
8617,2025-05-29,MountainRoute Express,541781539,29.106335,-117.709953,Delivered,2,False,North America
8743,2025-05-29,SummitLine Express,453498415,41.909844,-83.962654,Processing,9,False,North America
8778,2025-05-29,PeakPath Shipping,204680018,-0.137667,44.067374,In Transit,2,False,Africa
8889,2025-05-29,SwiftWing Logistics,520019996,20.641687,46.946641,Delivered,8,False,Africa
8038,2025-05-30,SwiftWing Logistics,845336072,49.413177,-114.743419,Processing,10,False,North America
8095,2025-05-30,SummitLine Express,487833216,-30.785116,15.108992,Processing,12,True,Africa
8110,2025-05-30,MountainRoute Express,214017195,50.327473,8.098009,Delivered,5,False,Europe
8142,2025-05-30,SnowRunner Logistics,660406445,30.108989,-119.852938,Processing,8,False,North America
8151,2025-05-30,MountainRoute Express,471968520,31.223809,103.744072,Delivered,6,False,Asia
8298,2025-05-30,MountainRoute Express,794719901,46.331017,6.274234,Delivered,6,False,Europe
8313,2025-05-30,SnowRunner Logistics,994349302,35.216825,90.834212,Delivered,7,False,Asia
8341,2025-05-30,SummitLine Express,455910336,28.837305,-92.952465,In Transit,10,False,North America
8398,2025-05-30,SummitLine Express,607511906,38.204473,91.796059,Delivered,7,False,Asia
8412,2025-05-30,PeakPath Shipping,843227021,54.134086,126.516717,Processing,4,False,Asia
8449,2025-05-30,SummitLine Express,505500329,40.576788,-101.895404,Delivered,5,False,North America
8480,2025-05-30,SummitLine Express,465680949,23.780975,47.583497,In Transit,1,False,Africa
8494,2025-05-30,SwiftWing Logistics,453751454,-27.17295,18.832586,In Transit,4,False,Africa
8533,2025-05-30,PeakPath Shipping,811114731,-7.223914,-15.444564,Delivered,1,False,Africa
8572,2025-05-30,AlpineSpeed Delivery,389241260,57.40512,15.579777,Processing,6,False,Europe
8659,2025-05-30,PeakPath Shipping,352608761,27.138941,-107.882729,Delivered,6,False,North America
8813,2025-05-30,SwiftWing Logistics,614704517,47.129072,-88.015824,Processing,3,False,North America
8840,2025-05-30,SwiftWing Logistics,480293675,19.028575,-16.319721,In Transit,3,False,Africa
8854,2025-05-30,SummitLine Express,600764897,35.975878,-84.619271,Processing,7,False,North America
8949,2025-05-30,PeakPath Shipping,583727624,16.007313,77.308264,In Transit,4,False,Asia
8135,2025-05-31,SummitLine Express,794490478,38.302661,115.11954,Processing,2,False,Asia
8153,2025-05-31,SnowRunner Logistics,266535047,1.737137,4.492077,In Transit,9,False,Africa
8189,2025-05-31,SummitLine Express,899604478,-29.297086,25.508747,In Transit,8,False,Africa
